Close_AAL,Close_ALGT,Close_ALK,Close_DAL,Close_HA,Close_LUV,Close_BCS,Close_CS,Close_DB,Close_GS,Close_MS,Close_WFC,Close_BHC,Close_JNJ,Close_MRK,Close_PFE,Close_RHHBY,Close_UNH,Close_AAPL,Close_AMZN,Close_FB,Close_GOOG,Close_IBM,Close_MSFT,Close_SP500
0.02166502866123836,0.10926340873415603,0.03689193446921636,0.023821050863877143,0.01411895145108182,0.020372413498082234,0.007566040877778704,0.012367183411437806,0.014363500265732979,0.09031836577952855,0.016274973653720607,0.025882248515016124,0.08309668906003656,0.04763710943838091,0.02468944919457476,0.016459632463663696,0.016559448306378455,0.06188083069285618,0.013948016321353585,0.27394459230855617,0.04697333707880305,0.3255493650252347,0.07467222943951485,0.023401823825395948,1.0
0.021963253780704697,0.10772525025937325,0.03683107217201075,0.024365171816657837,0.013945161635235286,0.020478979563537888,0.007576821283179664,0.012440829150156598,0.014491736272924704,0.09001423895827101,0.016316993522931006,0.025824374327184162,0.08890103191642447,0.04740151610338533,0.024841544271710245,0.016567715603777455,0.01655768621909944,0.06121128881785185,0.013816040265043525,0.2732018311396915,0.04717085229045075,0.326520366788954,0.07522163618833057,0.023407413467824403,1.0
0.02196792235111067,0.10698368741155777,0.037542124239390004,0.02417657365758926,0.014452580819221048,0.02037690467999445,0.007643809411054688,0.012481100563881152,0.01447234552641249,0.09138972476892959,0.016606880539712827,0.026034409193578675,0.08343956412577622,0.04800233352111065,0.025061022687298203,0.01683911053758,0.016582175273355187,0.0593766361757481,0.013817655473829628,0.2779046011920632,0.047414346699482766,0.3269692542490779,0.07416026657595091,0.023227890441245125,1.0
0.021499082352891007,0.10562635646098605,0.03729754049680691,0.024160030378287674,0.01456389532217068,0.019949732822742493,0.007668055400357497,0.012680081840235514,0.014549139111133723,0.09108213247991107,0.016698556030159874,0.02600941483251827,0.0873341822675668,0.04832006075657535,0.02532081411227735,0.016924809899057182,0.016811682718679874,0.05901304104804738,0.01365395881423503,0.28073248088445146,0.04797576211795546,0.3257079139277357,0.07397041975572216,0.023368139623789218,1.0
0.02185714438837224,0.10815475218214374,0.0377988462746178,0.024718979160506038,0.015243452436357413,0.02036230210934066,0.007739740043492442,0.01266681725034087,0.014899244954134748,0.0913328687660093,0.015892528475582954,0.025845028235432197,0.08055918848823677,0.04815947619689516,0.025274628571473418,0.01696448738884938,0.01669403953089634,0.059365872850702835,0.013735088723290512,0.2818317783787455,0.04842008956940538,0.32753752587144563,0.07337509638053889,0.023415909347609277,1.0
0.02205567373896922,0.10718102092131535,0.03766551467999316,0.024695067145023147,0.015447342973873526,0.02037650772488753,0.007681815196385458,0.012783327872843031,0.01483181291006059,0.09134958324823016,0.015880675646373785,0.026137869614600674,0.07225830771324859,0.04805566117230744,0.02481324744000308,0.016742417735711897,0.016496205710186722,0.05929770324263503,0.014005770579575525,0.2761908042152405,0.047765132951883935,0.320213526197319,0.06925451804729715,0.023523096918675216,1.0
0.021947161527773252,0.10697197901440694,0.037014475508858134,0.024488097934954864,0.01628082060911588,0.020327499677713294,0.007538609589575701,0.012372829668042117,0.014760220645909743,0.08900710385222894,0.015592340990791265,0.026310836653065155,0.05874865249396737,0.04835705858176392,0.025057704279673767,0.01657305317533465,0.016360070118598934,0.058500997776832826,0.014086600805922635,0.27527813418992636,0.04809949965718172,0.3182907881260248,0.06979900448658269,0.02337860579281095,1.0
0.02240671264740872,0.09793374649607678,0.03701321826927412,0.024755056371198892,0.0162727596149458,0.021476144713174872,0.007551729309227584,0.011873267794684226,0.014767284374900564,0.08943196238053913,0.015761188906455077,0.02633848348442403,0.053529582055485324,0.04849184584488336,0.02533970492061084,0.016238655030968642,0.01632635058379082,0.055449180489015,0.014068140890577192,0.27474164328192485,0.04856005452562933,0.31755751485957434,0.07020184812643131,0.02340061620454655,1.0
0.022008047686571414,0.09785799416431748,0.03811290737299228,0.024576537796545166,0.01678914856532615,0.021796015775249762,0.007474158847537559,0.011975038514591125,0.014818206612622821,0.0893911325737084,0.01571934584993658,0.02638363616393819,0.055976680955937996,0.04833867563173274,0.025482496926624434,0.016408452694035788,0.016360264368024437,0.05586102376906746,0.014345951572610776,0.288668316646746,0.04924463620749071,0.33828881437597463,0.06972026110526255,0.025477677033858923,1.0
0.022436486701146736,0.09735513360507009,0.03821976197092663,0.024778146604792422,0.017183441887462243,0.02209851461616035,0.007454687910716972,0.01212352466922222,0.014653483036933946,0.09029152518845475,0.01571567901807963,0.02621211231395805,0.05312913634391085,0.048252689423991586,0.02554582495829242,0.01649301418588677,0.016208152406915075,0.056262614946966376,0.013914773677905643,0.29384698818142085,0.050101874490352104,0.34414201199396327,0.06936143102800206,0.026192799168160346,1.0
