Volume_AAL,Volume_ALGT,Volume_ALK,Volume_DAL,Volume_HA,Volume_LUV,Volume_BCS,Volume_CS,Volume_DB,Volume_GS,Volume_MS,Volume_WFC,Volume_BHC,Volume_JNJ,Volume_MRK,Volume_PFE,Volume_RHHBY,Volume_UNH,Volume_AAPL,Volume_AMZN,Volume_FB,Volume_GOOG,Volume_IBM,Volume_MSFT,Volume_SP500
13250300,136800,2437100.0,13839900.0,1328800.0,7619800.0,2681500.0,1903900.0,1171100.0,2918800.0,10943700.0,16002200.0,3880600.0,12761900.0,14905900.0,19446100.0,755500.0,6655700.0,132197200,2938000.0,19480300.0,1807700.0,3915700.0,19987800.0,3401920000
11125800,105300,1813200.0,15052900.0,912900.0,5741000.0,4218500.0,1525000.0,1985600.0,3252000.0,9877500.0,26269100.0,8142300.0,8881900.0,13731200.0,17729000.0,874500.0,5592200.0,177849600,3582100.0,19253400.0,1415500.0,3353000.0,24697800.0,3644590000
8185400,140100,2057000.0,8423700.0,1812500.0,5678500.0,2525500.0,1208500.0,1153800.0,5720100.0,12920500.0,18262400.0,10683900.0,9561900.0,14037500.0,26383100.0,716800.0,8012400.0,150694000,4937000.0,27557500.0,1885700.0,3476200.0,27189400.0,3746290000
11572900,171800,1657700.0,14240400.0,1369900.0,8188800.0,2191500.0,1074000.0,1348700.0,2977500.0,13804700.0,15676300.0,6033700.0,9495300.0,11092500.0,19202000.0,1606800.0,4416500.0,156930400,4315800.0,25412900.0,1611100.0,3483700.0,26450300.0,3595430000
8934600,107300,1401400.0,11037800.0,2647400.0,5506400.0,3191400.0,807000.0,4088400.0,2665700.0,39255600.0,15515700.0,9997900.0,8725400.0,8441900.0,15780800.0,633000.0,3707500.0,119036800,4375400.0,23729900.0,1477300.0,7954700.0,29387600.0,3287320000
7610800,115100,1269600.0,8745500.0,2527800.0,5711800.0,2318900.0,1769100.0,1344600.0,2736200.0,23590400.0,13583300.0,16210100.0,6041800.0,9944900.0,17491600.0,462200.0,3278400.0,195871200,4346200.0,30881800.0,2498200.0,16025600.0,30802200.0,3331500000
6935700,143500,1715400.0,7607300.0,1849200.0,5125100.0,2203900.0,4805700.0,1321400.0,3613800.0,22175900.0,17666700.0,88254200.0,7059800.0,11269900.0,33081200.0,991000.0,5305600.0,167180800,3343600.0,21917800.0,1791100.0,6990600.0,25144300.0,3627790000
14444600,512500,1474000.0,9528500.0,2212500.0,15268600.0,1578900.0,3501500.0,1537900.0,2609600.0,18753800.0,18263200.0,57766100.0,9887900.0,18449600.0,41366000.0,967200.0,10475000.0,166616400,7779400.0,26392100.0,4071000.0,5583200.0,56637100.0,4430850000
20281400,159000,1687400.0,11458600.0,1842500.0,12390500.0,2609100.0,2231400.0,1488400.0,2935700.0,14730700.0,16924800.0,24749300.0,9178900.0,15703500.0,27534600.0,949700.0,5497500.0,237467600,10692700.0,42809700.0,6653900.0,5370400.0,135227100.0,4108460000
11026200,191200,1373100.0,5579300.0,1786500.0,6306800.0,1982500.0,1884900.0,1465900.0,2573700.0,10952300.0,12661400.0,27810100.0,7561600.0,10975200.0,23291100.0,433300.0,3377100.0,265335200,4269700.0,25961200.0,2716600.0,3489400.0,64633300.0,3385800000
6824100,175400,1364400.0,7910200.0,1686800.0,7400800.0,3000500.0,3694600.0,1517000.0,1932300.0,13302400.0,12443900.0,10871800.0,8883200.0,13956900.0,40077800.0,982200.0,4008400.0,279537600,3787100.0,23795500.0,2245800.0,15008500.0,50999900.0,4216880000
7629700,144400,2020300.0,7435100.0,1804100.0,5990400.0,2637000.0,3001300.0,3154100.0,3231900.0,17285600.0,16681600.0,10701600.0,7256300.0,14710000.0,34862900.0,1061200.0,4405500.0,342205600,3926200.0,24081500.0,2178900.0,8511400.0,47000800.0,4698110000
5234400,180300,923700.0,5632800.0,1060300.0,4233600.0,5976800.0,3188200.0,4625800.0,3068100.0,12759600.0,11334900.0,18818900.0,6340700.0,8907300.0,72026800.0,621600.0,3257500.0,204909200,3896000.0,20316700.0,1456000.0,3710400.0,30202100.0,4008940000
8589700,168700,947200.0,7052500.0,1060200.0,8039700.0,2918900.0,1796800.0,1900900.0,2791600.0,13581100.0,18450500.0,44882500.0,10520300.0,11017400.0,57128900.0,946900.0,4237800.0,197461200,3874400.0,33487100.0,1908800.0,3984000.0,46619800.0,4256200000
7486100,132600,1054500.0,9207300.0,986900.0,5348000.0,3274200.0,1202400.0,1496300.0,2484000.0,8728000.0,16550200.0,14632000.0,8517500.0,11394500.0,18065900.0,1648900.0,3767300.0,183249600,6261100.0,30278400.0,2075500.0,4613800.0,36848200.0,4278750000
10201100,106700,1281700.0,12339200.0,1504800.0,5772700.0,2102500.0,1135700.0,1147100.0,4626600.0,11227400.0,11955400.0,10267200.0,5755800.0,6907800.0,25637100.0,1454400.0,2450000.0,152426800,7435900.0,49309200.0,1905900.0,4190800.0,32165200.0,3741240000
9596500,123000,1540400.0,10417300.0,1300200.0,4877500.0,1706800.0,1449800.0,1311400.0,1783800.0,10853300.0,11331900.0,13442800.0,5124000.0,7126600.0,29692200.0,825600.0,1981400.0,110467600,4320200.0,26807200.0,1510900.0,2815100.0,31551300.0,4427350000
11071100,142800,1070100.0,10952800.0,1304400.0,5641200.0,1435800.0,1340600.0,1485200.0,2509200.0,10396200.0,16612600.0,11844400.0,7148400.0,10811400.0,35963300.0,7091900.0,3319900.0,186698800,4469800.0,23836500.0,1684300.0,4149200.0,29710000.0,3926390000
6545500,110900,822900.0,7857100.0,993400.0,4140700.0,1874200.0,924600.0,1276400.0,1835800.0,8947800.0,12167600.0,25422700.0,5164500.0,6839200.0,90712700.0,1124700.0,15731900.0,173183200,4705200.0,25520600.0,1327100.0,4753600.0,28149200.0,3628110000
5656000,113100,1331500.0,6878200.0,824300.0,6133900.0,3685700.0,1654600.0,988600.0,2932100.0,8624100.0,16264100.0,24969500.0,7671500.0,8933300.0,64599600.0,1817900.0,7059400.0,137148400,3896100.0,22129600.0,2212300.0,5176400.0,37147600.0,3929600000
4166100,125900,1019500.0,6261100.0,927300.0,4011200.0,2801100.0,2216600.0,1567400.0,2671700.0,7963000.0,9638100.0,25583200.0,6730600.0,8688100.0,124645600.0,1168300.0,3780400.0,129930000,4385100.0,19897200.0,1414500.0,5137900.0,28235900.0,3587980000
7578000,182800,1164600.0,11111000.0,811300.0,7939000.0,1798900.0,1691300.0,1321800.0,2679400.0,7954500.0,14156500.0,16530100.0,7492400.0,10507200.0,84026000.0,1291100.0,3244800.0,171212800,4543400.0,23577300.0,2333100.0,3407700.0,24600000.0,3884930000
4276600,139100,669600.0,7731700.0,587600.0,3824600.0,1647100.0,1345100.0,812200.0,1495600.0,6210000.0,10034400.0,13068200.0,5400800.0,6078900.0,79383000.0,587400.0,2959200.0,85553200,2697900.0,15150800.0,1122100.0,3238200.0,21005100.0,2852940000
3066600,38600,451500.0,2597700.0,438600.0,4423300.0,917300.0,593300.0,413800.0,1092700.0,3014600.0,4914000.0,4218700.0,2353800.0,2981600.0,16119400.0,371500.0,1740400.0,52185600,1966800.0,5913100.0,838500.0,1415800.0,9009100.0,1466840000
6450900,371000,1083200.0,8731300.0,997100.0,4812600.0,1600600.0,1275500.0,1520200.0,3415000.0,17416300.0,15998900.0,14051800.0,8983700.0,13363200.0,42912800.0,778500.0,4605200.0,156721200,5693200.0,20383200.0,2097600.0,4545600.0,56241400.0,4275030000
10750500,171800,1198800.0,10006400.0,1004800.0,6437400.0,3199000.0,1918300.0,1933900.0,5102400.0,14990100.0,22055100.0,5393400.0,10641500.0,11999200.0,38288300.0,4194900.0,3867200.0,257274800,4329700.0,24648100.0,2412500.0,5143800.0,46768900.0,4612440000
7097300,150300,1196900.0,8084800.0,1237300.0,5534500.0,2643500.0,1827700.0,1901300.0,3398700.0,13708800.0,19056700.0,24243200.0,9283200.0,11585900.0,47339300.0,1170300.0,3124100.0,213292400,4753400.0,21764300.0,2666200.0,4238500.0,39843000.0,4353540000
7850900,140900,1095300.0,9172900.0,900600.0,4628600.0,1931200.0,1738700.0,2286800.0,3191700.0,13682900.0,21086800.0,23338200.0,8178800.0,10014300.0,44432000.0,1278700.0,3516900.0,224954000,3964500.0,22680500.0,1993300.0,4345500.0,37503300.0,4635450000
7225000,103600,1050700.0,10024900.0,760200.0,5083100.0,3277300.0,1772300.0,1763700.0,2807900.0,15959800.0,18800500.0,9504900.0,8740800.0,13517100.0,38327000.0,700000.0,3945800.0,179091200,3681600.0,21675700.0,1553400.0,4089500.0,41280900.0,4327390000
17810000,175100,1417100.0,15753500.0,2483600.0,8605900.0,3468000.0,2166700.0,1595800.0,6740800.0,19331700.0,31468600.0,8060600.0,14966000.0,21101800.0,66616200.0,491400.0,7574800.0,385813200,6841300.0,35994200.0,3148700.0,10026100.0,84684200.0,6683070000
6597500,101200,1129500.0,8822100.0,781700.0,4934600.0,2182700.0,1441100.0,1294800.0,2472900.0,10920100.0,12993400.0,3824800.0,8321900.0,11636100.0,30623400.0,1046500.0,3185200.0,190362400,3250900.0,16138800.0,1525700.0,5617500.0,37246300.0,3760280000
5704700,120100,1399400.0,6745600.0,890300.0,3756900.0,2092900.0,1388700.0,1329300.0,2312800.0,11468400.0,10318100.0,4725700.0,5581600.0,13196900.0,25504900.0,503000.0,2821600.0,131157600,2667800.0,14597100.0,1365400.0,4263800.0,28322200.0,3520860000
6093600,128300,906800.0,5843600.0,616900.0,4838800.0,2562700.0,1211700.0,1512300.0,2367900.0,6807100.0,13033600.0,3455800.0,5531700.0,7127400.0,20969400.0,459300.0,2479600.0,130629600,2722900.0,19599700.0,1565900.0,5164900.0,27279800.0,3484090000
3307000,52500,387200.0,3834200.0,435700.0,1963000.0,855100.0,401100.0,440700.0,1107600.0,2798200.0,4999400.0,2223200.0,2546300.0,2980100.0,7927600.0,240000.0,900100.0,54281600,1091200.0,6501800.0,527200.0,1495200.0,9558500.0,1411860000
4148000,150400,606400.0,5295300.0,743700.0,2243600.0,2085000.0,1243300.0,1177000.0,1723300.0,5420300.0,8288800.0,15441800.0,4063000.0,4836300.0,26335700.0,602900.0,1582600.0,106816800,3783600.0,13069700.0,1515300.0,3143400.0,22458300.0,2492510000
4006900,98800,614000.0,4300100.0,634700.0,2722400.0,3014800.0,1133600.0,1469500.0,1848900.0,6388200.0,7894900.0,10007800.0,4230000.0,6608500.0,17036200.0,491500.0,2027600.0,123724800,5735000.0,17179900.0,1765000.0,3943700.0,27731400.0,2542000000
5463600,95000,599700.0,5060000.0,782000.0,2630600.0,1973000.0,1257300.0,1033600.0,1514300.0,5057200.0,8016900.0,8081300.0,3847800.0,5560300.0,16335400.0,723300.0,1747700.0,100855200,3519000.0,13115000.0,1293300.0,2989400.0,21704500.0,2367430000
6813800,162400,817500.0,5911400.0,923000.0,3826000.0,1965900.0,944000.0,1103700.0,1773900.0,8154300.0,10929800.0,5863400.0,4592600.0,8292900.0,21103900.0,760800.0,2372500.0,163649200,3749600.0,18391100.0,1500900.0,3462100.0,27334100.0,2655330000
12718600,316200,1518700.0,10964500.0,1385800.0,6135200.0,3232400.0,1288700.0,2838200.0,5252500.0,29721900.0,22013500.0,4975000.0,8290700.0,16546600.0,40572000.0,1015200.0,3434300.0,249758400,7655200.0,33410600.0,2501700.0,4700100.0,66883600.0,5087030000
11756500,270900,1496500.0,11555000.0,1456100.0,8147500.0,4637900.0,1570700.0,3469000.0,4272500.0,23814500.0,24569800.0,5001900.0,10164300.0,13568500.0,38522800.0,845300.0,4238200.0,252680400,7238000.0,48658600.0,2225800.0,5709600.0,52381900.0,5241110000
18924800,260800,2050900.0,16408600.0,2047200.0,8234900.0,5912100.0,1419900.0,3595100.0,6237200.0,29462200.0,41090400.0,7614800.0,12662200.0,15490400.0,46773500.0,707300.0,6357000.0,319335600,7784500.0,46132800.0,3608100.0,9008500.0,71820700.0,5468460000
10505900,221000,2205100.0,16014700.0,1622700.0,7221800.0,4476800.0,2020700.0,3305900.0,5860600.0,28788200.0,29918500.0,4061500.0,12457800.0,10929500.0,32740300.0,1075700.0,7122800.0,212350800,4807200.0,30998300.0,2268100.0,9979600.0,43564500.0,4928350000
16089100,317800,2789800.0,21927500.0,1827100.0,12197100.0,7146300.0,2737800.0,7184100.0,9369100.0,25940900.0,40241100.0,5863900.0,12685200.0,15920400.0,49470800.0,4336000.0,8380700.0,289337600,7966400.0,59051400.0,3445000.0,16157800.0,63273000.0,6416070000
9781700,379600,3660600.0,12817400.0,991800.0,12315100.0,4082800.0,3710000.0,8222300.0,5738800.0,22130300.0,24272900.0,3171500.0,11266400.0,11927200.0,36554600.0,702100.0,5413900.0,208646000,4952200.0,30518900.0,2412200.0,8851600.0,40191200.0,5078810000
7247000,184600,2125700.0,9419500.0,927400.0,7001700.0,3268000.0,2093100.0,2542600.0,5583800.0,22498400.0,18298700.0,3919400.0,8380000.0,10812800.0,31444400.0,866500.0,3622200.0,263202000,5120100.0,30495400.0,2011800.0,9238400.0,37555800.0,4901760000
10113200,236300,1701800.0,8602600.0,958500.0,9441200.0,3438700.0,2519500.0,3193000.0,5051700.0,20144600.0,23440800.0,5658300.0,9350200.0,9280500.0,28760200.0,570600.0,2908500.0,207178000,4396100.0,32482000.0,1711700.0,5446000.0,34707700.0,4401380000
8099000,234200,1430100.0,8685100.0,995200.0,6382500.0,2634900.0,2220800.0,2129700.0,5237700.0,13362900.0,18895100.0,8792400.0,17266600.0,9017500.0,25959000.0,2999600.0,4592500.0,300308000,3765700.0,26877100.0,1331700.0,4617800.0,28900800.0,4357940000
10186000,204500,1507000.0,10669700.0,5611500.0,8898800.0,4744300.0,2073800.0,2559100.0,5153100.0,19796300.0,20441500.0,5597500.0,19330500.0,13119100.0,28519100.0,554600.0,4720300.0,533478800,5152900.0,58699400.0,2194200.0,5026400.0,36775200.0,4754040000
17112300,454100,1458400.0,13996900.0,1857300.0,8873100.0,3324200.0,1956900.0,2854500.0,4292900.0,16015600.0,21306600.0,7920400.0,12789500.0,18126900.0,48785500.0,2256000.0,3525600.0,222715200,14015200.0,107475300.0,2676400.0,3942500.0,62513800.0,4693010000
20957500,362900,1435700.0,12820100.0,1830000.0,9554500.0,3607500.0,2019200.0,2087300.0,4887900.0,18766500.0,25358300.0,6444300.0,15614600.0,16922700.0,56730800.0,2613300.0,5280800.0,257666000,14677600.0,62739500.0,3474300.0,8248100.0,83611700.0,5497570000
7147500,123300,933600.0,8128800.0,1617700.0,6806000.0,5540800.0,3355500.0,5161600.0,10198000.0,20565500.0,20410600.0,3870300.0,10452800.0,11416200.0,32570500.0,550600.0,3445700.0,196231600,5118500.0,45687200.0,2520000.0,4061400.0,37291200.0,4570670000
8432500,135300,1136000.0,10338400.0,1909100.0,7571900.0,10545700.0,3987000.0,4158500.0,5578800.0,19226500.0,18060500.0,4511500.0,8904000.0,9323300.0,39112200.0,434400.0,4466000.0,179452800,4824000.0,44073400.0,2492600.0,4821000.0,40789000.0,5011540000
9605800,139000,1547000.0,10946800.0,1397400.0,6785500.0,11107800.0,2591400.0,3339700.0,5895500.0,17521200.0,17162800.0,4640900.0,10744600.0,9612900.0,48186900.0,463600.0,3847100.0,156084000,4735000.0,29593500.0,1883200.0,9951600.0,27176000.0,4436490000
11052400,120000,1195300.0,10578700.0,1374700.0,5546700.0,5943200.0,3836000.0,3525400.0,5257300.0,12986200.0,18234900.0,14770700.0,9343300.0,8964200.0,39724900.0,314300.0,4481400.0,141496800,4974700.0,32404500.0,1589300.0,5125300.0,33559100.0,4142850000
9997300,151300,1193400.0,12748800.0,1408600.0,11400900.0,3795700.0,2805800.0,1931900.0,4287900.0,12182000.0,17572800.0,31649000.0,6947000.0,7770300.0,39334400.0,430600.0,5054800.0,137123200,5566600.0,35709700.0,1949800.0,4457400.0,25008300.0,4054710000
6432200,103800,905600.0,9411500.0,1929500.0,5763200.0,4130000.0,5781900.0,2839400.0,4249600.0,14728800.0,15224700.0,15372100.0,6629200.0,7899500.0,31970700.0,444800.0,2804400.0,127770400,4050800.0,25319300.0,2009300.0,3439700.0,28895300.0,3890650000
6103700,100000,1026900.0,9236800.0,1697900.0,7752200.0,3681200.0,4076900.0,4345100.0,5714700.0,20271400.0,18595700.0,8903400.0,9076100.0,7572700.0,31615000.0,661900.0,2559700.0,145022800,6231700.0,34412400.0,1963600.0,4122600.0,33014500.0,4317250000
6936400,131100,998500.0,7524800.0,1142700.0,7927000.0,2999800.0,3235000.0,2556200.0,4299600.0,17568600.0,16646200.0,5757200.0,8092500.0,8693700.0,52040100.0,2765800.0,2281700.0,110330800,4525500.0,29906300.0,1642200.0,4358300.0,26939500.0,4118210000
7467200,135700,968400.0,12282800.0,1637500.0,6802600.0,3341200.0,3440400.0,3141400.0,5924500.0,19258000.0,20325600.0,10084100.0,9049400.0,9251300.0,42926000.0,2283400.0,2877500.0,115964400,4877000.0,26686200.0,2243500.0,4386200.0,35975900.0,4348510000
5791300,175200,1033700.0,8030000.0,1478500.0,7509200.0,4085700.0,2788600.0,3228000.0,5506400.0,13301500.0,24018100.0,27302400.0,10111100.0,12888700.0,35191500.0,1280000.0,4526300.0,140865200,4145400.0,32779000.0,2481100.0,4428000.0,31654000.0,4588180000
4568000,124400,1232600.0,5798900.0,1010400.0,6078600.0,4056500.0,3181900.0,2893400.0,3317900.0,17603300.0,12803900.0,9407500.0,7242800.0,6532900.0,46764300.0,469200.0,2856400.0,100304400,3454200.0,17249400.0,1718300.0,4048800.0,24083600.0,3487850000
4445400,217800,793900.0,4751900.0,848100.0,5880400.0,2919900.0,2113400.0,2347800.0,3731400.0,15900500.0,12945600.0,138949800.0,8476600.0,9060700.0,54670200.0,548600.0,2610300.0,160270800,3876800.0,17618500.0,1721000.0,3707500.0,21104800.0,3560280000
4792900,154500,846400.0,6376600.0,991000.0,4799000.0,3161100.0,3368500.0,5348000.0,4310300.0,17841100.0,16629700.0,54134700.0,7065100.0,9981300.0,91225400.0,618400.0,2140900.0,153214000,3537700.0,24744800.0,1624400.0,4221900.0,31691700.0,4057020000
5960600,90200,1109300.0,6578000.0,1401600.0,6128600.0,3861900.0,2845300.0,3618600.0,4431700.0,20718900.0,16002800.0,52086900.0,8571100.0,9578400.0,66872400.0,406000.0,3911400.0,137682800,5928100.0,24241200.0,1860800.0,5821600.0,28223900.0,4530480000
13746000,281400,1966300.0,12485200.0,2383900.0,9757300.0,4627100.0,2428700.0,2717000.0,7413200.0,24032000.0,35812100.0,58852600.0,14758300.0,14424300.0,81904900.0,969700.0,6948400.0,176820800,7296900.0,36256900.0,2980700.0,12089700.0,67625500.0,6503140000
4756400,143000,1098300.0,7284700.0,821600.0,6202400.0,3967200.0,2287600.0,2315000.0,4410200.0,10054000.0,13543200.0,71332400.0,7674700.0,7647100.0,35222300.0,760300.0,2667000.0,142010800,5155700.0,18448000.0,1836500.0,3721600.0,23925700.0,3376600000
6721600,126000,694000.0,13352500.0,745100.0,6300700.0,4819900.0,2198400.0,2992000.0,3521500.0,13623900.0,13907000.0,54230600.0,7821700.0,9302300.0,40683800.0,824900.0,3984000.0,129777600,4000600.0,19001100.0,1269700.0,4081900.0,23124100.0,3418460000
9583400,105400,1279200.0,8783100.0,1388700.0,4374200.0,5150200.0,2535500.0,3229200.0,3633400.0,10430600.0,13648100.0,39365100.0,8191300.0,9947500.0,40783400.0,654500.0,6166400.0,102814000,3983700.0,18562000.0,1432100.0,4764200.0,20129000.0,3639510000
12515100,111400,1159700.0,9139000.0,1144000.0,5960700.0,9295800.0,2767900.0,4046600.0,3693400.0,15777900.0,20871100.0,24030300.0,6284500.0,7566200.0,31944700.0,698800.0,4153900.0,104532000,5185500.0,17839100.0,1594900.0,5044500.0,19950000.0,3407720000
6402800,77800,1267900.0,5887600.0,1079000.0,5457800.0,2318400.0,1004200.0,1648100.0,2308600.0,9540200.0,18478100.0,27494100.0,4738100.0,6046800.0,31167500.0,477400.0,1955100.0,77645600,3121500.0,21351800.0,1301300.0,3265100.0,17025100.0,2809090000
6794000,162800,1196400.0,7302100.0,1104000.0,4935800.0,3296300.0,3056900.0,2583500.0,2919500.0,13927200.0,24459500.0,26876000.0,6612800.0,7376700.0,34596200.0,877400.0,2463100.0,124760400,4392600.0,29825300.0,1903800.0,3138500.0,23924300.0,3822330000
6076800,103300,985800.0,5779300.0,732500.0,4791500.0,3592600.0,2465200.0,4406800.0,3130600.0,11502400.0,16794200.0,32980100.0,5248200.0,6403900.0,32091600.0,658100.0,2578500.0,182404400,3890500.0,33235200.0,1782400.0,3331200.0,23008300.0,3590310000
8138000,102400,1102400.0,6550500.0,680200.0,5195700.0,3032500.0,1897800.0,3581000.0,2927300.0,15492000.0,16397600.0,44511900.0,8167700.0,8335000.0,56794800.0,1651400.0,3181800.0,103553600,2681800.0,21207500.0,1718800.0,6780600.0,26360500.0,3715280000
12493500,100900,1118500.0,10882500.0,915700.0,7720100.0,4316500.0,3917300.0,6810700.0,5151100.0,18251000.0,26311900.0,33765600.0,5758300.0,8444500.0,36460300.0,3008000.0,2592400.0,133029200,4228300.0,88227400.0,1707100.0,3168400.0,20818000.0,4191830000
10133400,95600,1153200.0,15906500.0,996800.0,7506300.0,3737800.0,2387400.0,3958300.0,3067100.0,18678400.0,30067900.0,32401300.0,4457100.0,8356700.0,31956800.0,1149300.0,1674600.0,101895600,3512100.0,28473300.0,1135300.0,3176500.0,20877100.0,3765870000
6982200,119500,1103900.0,11822200.0,1212400.0,5810900.0,2781400.0,2023300.0,2220800.0,3467900.0,14899900.0,24885200.0,22162500.0,10057900.0,8434400.0,35274300.0,1002200.0,2835200.0,187756000,2887700.0,20922800.0,1809300.0,3657600.0,28793800.0,3701450000
5245700,107100,970400.0,11664700.0,992300.0,4281400.0,3496200.0,3018300.0,2847200.0,3031500.0,29605100.0,18225800.0,20695300.0,7772500.0,7794200.0,36999300.0,515000.0,2717400.0,243286000,4360900.0,21167200.0,1558800.0,6581700.0,23786000.0,3316880000
6650200,95500,932200.0,8759000.0,648000.0,5073600.0,3453600.0,2936200.0,3408200.0,5832200.0,23006500.0,18673400.0,19784600.0,10526400.0,7644200.0,28420300.0,1085000.0,4340100.0,129539600,4055900.0,30210500.0,2030500.0,13190200.0,29596800.0,3896830000
5018200,123800,1206800.0,8397200.0,813500.0,6669400.0,2997800.0,3958200.0,4736200.0,4802200.0,24836300.0,22647700.0,11327900.0,8213400.0,8520900.0,35086900.0,939200.0,7321000.0,122444000,2609400.0,21027900.0,1529200.0,6754300.0,36195700.0,4184880000
10782600,189900,1503900.0,15330300.0,1756300.0,9872900.0,3115300.0,3552000.0,4380300.0,4165100.0,16579300.0,20255400.0,12952800.0,7884500.0,10535300.0,34179600.0,921400.0,3786000.0,126210000,2596300.0,20875200.0,3060500.0,6017700.0,38909100.0,4175290000
20939500,171700,2540600.0,14258600.0,4210600.0,9581200.0,2956800.0,3401700.0,2742100.0,2680300.0,19084100.0,16365700.0,26371300.0,7508700.0,7093500.0,26137300.0,1311400.0,2782800.0,134732400,5083900.0,38458200.0,5951900.0,5191900.0,126834100.0,3790580000
12670100,106600,2335200.0,8774300.0,1723000.0,4259100.0,3834200.0,2705300.0,3293400.0,2473000.0,11748800.0,11689100.0,34326900.0,6139900.0,8280200.0,24259500.0,959400.0,2702100.0,112126400,2682900.0,21017900.0,1959200.0,2848900.0,33226900.0,3319740000
14692700,100100,1803100.0,11545700.0,1180000.0,6373500.0,3917900.0,2982200.0,2173500.0,2251600.0,13779800.0,13333500.0,15941100.0,5853600.0,7226600.0,28741300.0,1532800.0,2638000.0,224064800,2521400.0,22521500.0,2744600.0,2979800.0,33532600.0,3557190000
12305000,127400,1357700.0,9097500.0,1170700.0,8295400.0,3795000.0,4200600.0,3547800.0,3323600.0,12481700.0,15342700.0,13349500.0,5759300.0,6941400.0,26094500.0,1174000.0,3358800.0,458408400,4068800.0,52213100.0,3098600.0,3111200.0,43369300.0,4100110000
9836800,173000,1032700.0,10229800.0,1082100.0,8448700.0,3641600.0,4051000.0,3936000.0,2528000.0,11096600.0,15506300.0,14667500.0,6640000.0,9094700.0,33035100.0,854000.0,3332800.0,328970800,7872600.0,87110100.0,2867300.0,3791500.0,43134800.0,4309840000
17807200,167200,2065600.0,16658500.0,1277300.0,11026500.0,4555400.0,3908200.0,3539300.0,2890800.0,15477400.0,17887000.0,35688300.0,7774500.0,13228000.0,34213600.0,789100.0,4161100.0,274126000,10310700.0,37140600.0,2487700.0,4225800.0,48411700.0,4704720000
10132500,133300,2238100.0,10758600.0,745400.0,5486300.0,4498800.0,3726900.0,2349100.0,2550100.0,13378800.0,25251700.0,33870000.0,6779900.0,7125200.0,20514700.0,573900.0,3137300.0,177571200,4763400.0,18124300.0,1314500.0,2398000.0,22592300.0,3579880000
12397800,137000,2451200.0,12303100.0,827600.0,6059300.0,2847000.0,2736400.0,2368200.0,3177700.0,9883900.0,19655300.0,46843900.0,6222900.0,6649100.0,22048600.0,557900.0,2466000.0,245039200,5432900.0,31247800.0,1317100.0,3069100.0,20032000.0,3501360000
13303400,158400,2756600.0,16203000.0,1006700.0,5162100.0,3514500.0,3675800.0,3592800.0,2701500.0,14474100.0,21495600.0,56771100.0,9233900.0,11794000.0,31475500.0,857400.0,2294500.0,187667600,5121400.0,21328600.0,2001200.0,3490600.0,27803500.0,4108960000
9136300,122200,1734600.0,10382900.0,935800.0,6035600.0,5154900.0,4998700.0,4286000.0,3653300.0,20329900.0,30028200.0,32801800.0,8267900.0,7391200.0,19957200.0,725500.0,2246400.0,168249600,4283200.0,21642300.0,1766800.0,2491100.0,24907500.0,4101320000
8875400,96200,1737400.0,8860800.0,824100.0,5693700.0,4868000.0,5211900.0,3265600.0,4712000.0,11487100.0,13604100.0,33025900.0,8232200.0,8733900.0,26656300.0,739600.0,2756000.0,121768400,3025600.0,20544100.0,1670200.0,3685600.0,23842400.0,3846770000
7278000,144600,1131800.0,5964600.0,580700.0,4195000.0,3781200.0,3672200.0,2165900.0,3247800.0,14313000.0,13222800.0,29892200.0,7435200.0,8633100.0,34571100.0,643100.0,2538100.0,128104000,2916200.0,18944800.0,1828400.0,3671500.0,23905800.0,3507650000
6498400,80000,1269800.0,5227000.0,503000.0,3850100.0,3194800.0,3136700.0,3441700.0,2767600.0,8913100.0,10644000.0,24581400.0,6462300.0,5570300.0,23839500.0,707200.0,3036500.0,152074400,2595100.0,20441000.0,1330700.0,2103800.0,26118700.0,3055480000
6962700,115500,1724300.0,9359900.0,471700.0,3513800.0,5034700.0,2389400.0,2700300.0,3038800.0,18026100.0,16597700.0,22379900.0,6125300.0,6311200.0,28359400.0,723600.0,2702400.0,140560800,3033800.0,20183600.0,1929500.0,2929300.0,34757900.0,3627340000
7401800,122200,1413800.0,7600800.0,559000.0,4441000.0,4198000.0,3203500.0,3398300.0,3259900.0,15856700.0,22478600.0,22340000.0,5453800.0,9592200.0,21017800.0,931000.0,2211300.0,152675200,3267700.0,20019800.0,1629200.0,4355300.0,24040200.0,3859160000
7222800,221100,1347000.0,8512400.0,506500.0,5019900.0,2968200.0,2386800.0,2525900.0,2576100.0,10080100.0,14983300.0,14405600.0,3973600.0,5720500.0,25290600.0,685600.0,1499300.0,225324800,2446700.0,18481300.0,1576300.0,3062900.0,24335200.0,3230990000
8573700,168300,1086700.0,5509400.0,486200.0,3315900.0,1936200.0,2858400.0,1777800.0,2157000.0,10156100.0,13430500.0,34206400.0,4647000.0,7508800.0,20464000.0,1157900.0,1833400.0,145364800,2249200.0,13493600.0,1975000.0,2457100.0,17721400.0,3079150000
9618700,185300,1329700.0,9315100.0,951300.0,4878500.0,5079200.0,4275200.0,2955800.0,2916100.0,12723400.0,19725000.0,16554400.0,10104700.0,9468500.0,32777300.0,1195100.0,3634100.0,169228800,3618300.0,23547600.0,2129500.0,5836600.0,37653100.0,4514410000
